Sales_ID,Date,Region,Country,City,Sales_Team,Account_Manager,Product_ID,Units_Sold,Revenue,Profit_Margin,Profit,Customer_ID,,,,,
4480,03-02-22,Europe,Netherlands,Madrid,PPG,John Doe,1038,414,506835.95,0.37,187529.3,806,,,,,
4481,11-04-22,Europe,Netherlands,The Hague,BPD,Aki Tanaka,1011,322,37741.11,0.35,13209.39,116,,,,,
4482,07-02-23,Europe,UK,Marseille,PPG,John Doe,1050,112,89333.09214,0.38,30579.72,312,,,,,
4483,14-09-22,Europe,Sweden,Bordeaux,TTD,Aki Tanaka,1040,246,45353.93,0.47,21316.35,814,,,,,
4484,21-06-22,Europe,Austria,Valencia,TTD,Aki Tanaka,1058,497,52634.82,0.22,11579.66,219,,,,,
4485,27-01-22,Europe,Switzerland,Basel,LSG,Aki Tanaka,1053,466,59771.70625,0.46,25842.91,987,,,,,
4486,14-09-22,Europe,France,Barcelona,LSG,John Doe,1019,206,58375.96,0.16,9340.15,532,,,,,
4487,02-01-22,Europe,Italy,Munich,LSG,Aki Tanaka,1050,359,285182.7628,0.39,107055.14,988,,,,,
4488,14-05-22,Europe,Switzerland,Lausanne,PPG,Aki Tanaka,1006,457,58422.31,0.4,23368.92,701,,,,,
4489,09-07-22,Europe,UK,Birmingham,PPG,John Doe,1031,86,46270.57,0.28,12955.76,410,,,,,
4490,28-05-23,Europe,Netherlands,Lyon,TTD,Carlos Lopez,1017,268,268271.096,0.48,137960.23,76,,,,,
4491,26-02-23,Europe,Spain,Leipzig,PPG,John Doe,1040,75,14320.59284,0.22,3048.94,255,,,,,
4492,27-05-23,Europe,Germany,Bern,PPG,John Doe,1037,8,268243.4211,0.46,132198.25,623,,,,,
4493,20-05-23,Europe,Switzerland,Florence,BPD,Jane Smith,1011,352,28048.26296,0.25,7512.5,567,,,,,
4494,26-01-22,Europe,Spain,Bilbao,PPG,Jane Smith,1049,229,44434.70882,0.37,15452.97,172,,,,,
4495,18-04-23,Europe,Belgium,Barcelona,TTD,Carlos Lopez,1041,23,242544.906,0.24,61389.31,176,,,,,
4496,06-10-22,Europe,France,Munich,TTD,Aki Tanaka,1016,486,262405.69,0.44,115458.5,910,,,,,
4497,09-02-23,Europe,Switzerland,Innsbruck,BPD,John Doe,1007,242,12174.88,0.2,2434.98,578,,,,,
4498,12-01-22,Europe,Belgium,Gothenburg,PPG,Jane Smith,1033,490,272752.64,0.36,98190.95,107,,,,,
4499,02-03-23,Europe,Netherlands,Nice,PPG,Aki Tanaka,1045,22,51615.81921,0.47,23477.21,696,,,,,
4500,16-01-22,Europe,Switzerland,Seville,TTD,John Doe,1039,154,132031.8072,0.19,23578.71,294,,,,,
4501,06-03-22,Europe,Spain,Amsterdam,LSG,John Doe,1035,455,408952.65,0.49,200386.8,851,,,,,
4502,13-09-22,Europe,Austria,Bordeaux,LSG,John Doe,1018,48,13503.08,0.31,4185.95,944,,,,,
4503,01-11-22,Europe,Germany,Naples,BPD,Jane Smith,1046,93,138491.1679,0.17,22128.85,243,,,,,
4504,13-09-22,Europe,France,Vienna,BPD,Carlos Lopez,1054,252,547671.83,0.49,268359.2,922,,,,,
4505,16-08-22,Europe,Germany,Lyon,TTD,Aki Tanaka,1042,292,168160.88,0.34,57174.7,651,,,,,
4506,31-01-22,Europe,Belgium,Bern,LSG,Carlos Lopez,1003,224,596046.5682,0.29,162467.33,886,,,,,
4507,03-11-22,Europe,UK,Hamburg,TTD,John Doe,1032,275,122155.61,0.42,51305.36,915,,,,,
4508,20-03-22,Europe,Netherlands,Amsterdam,LSG,John Doe,1029,250,434840.82,0.16,69574.53,918,,,,,
4509,20-04-23,Europe,Switzerland,Lyon,TTD,Jane Smith,1031,384,173167.6291,0.36,65744.37,224,,,,,
4510,31-07-22,Europe,Belgium,Edinburgh,PPG,Aki Tanaka,1057,268,46593.71,0.37,17239.67,853,,,,,
4511,07-10-22,Europe,Italy,Paris,PPG,John Doe,1035,252,428338.43,0.37,158485.22,929,,,,,
4512,31-01-23,Europe,France,Bruges,BPD,John Doe,1013,297,54477.41297,0.35,19747.47,672,,,,,
4513,26-08-22,Europe,Italy,London,TTD,Aki Tanaka,1041,358,517223.57,0.28,144822.6,18,,,,,
4514,16-05-23,Europe,Netherlands,Lyon,LSG,John Doe,1004,474,170393.4574,0.44,80323.83,380,,,,,
4515,17-04-22,Europe,Germany,Salzburg,BPD,John Doe,1042,192,155092.56,0.45,69791.65,475,,,,,
4516,15-03-23,Europe,France,Liege,PPG,John Doe,1010,108,58762.87,0.2,11752.57,965,,,,,
4517,25-08-22,Europe,Switzerland,Vienna,TTD,Aki Tanaka,1048,370,481952.34,0.42,202419.98,76,,,,,
4518,17-08-22,Europe,Switzerland,Amsterdam,PPG,Aki Tanaka,1020,95,560388.21,0.45,252174.69,523,,,,,
4519,20-08-22,Europe,Netherlands,Naples,BPD,Jane Smith,1030,169,110148.36,0.44,48465.28,916,,,,,
4520,18-06-22,Europe,Switzerland,Rotterdam,TTD,Carlos Lopez,1026,461,65108.15,0.26,16928.12,482,,,,,
4521,01-05-23,Europe,Switzerland,Bern,TTD,Jane Smith,1029,387,235148.2472,0.24,58449.37,807,,,,,
4522,05-02-22,Europe,UK,Bruges,LSG,John Doe,1058,430,81798.63,0.28,22903.62,312,,,,,
4523,18-01-22,Europe,Spain,Turin,TTD,Jane Smith,1045,93,36705.55027,0.28,9660.01,970,,,,,
4524,23-02-23,Europe,Sweden,Bruges,BPD,Carlos Lopez,1034,192,30797.33863,0.33,9835.42,51,,,,,
4525,19-02-22,Europe,Austria,Malmo,TTD,Aki Tanaka,1025,288,38085.05352,0.17,6231.94,584,,,,,
4526,26-05-22,Europe,Germany,Eindhoven,PPG,John Doe,1053,254,142005.38,0.33,46861.78,787,,,,,
4527,11-04-22,Europe,Sweden,Uppsala,PPG,John Doe,1033,476,61878.02,0.31,19182.19,600,,,,,
4528,17-05-23,Europe,Switzerland,Manchester,PPG,Jane Smith,1009,332,170646.0783,0.2,36564.96,679,,,,,
4529,03-09-22,Europe,Italy,Salzburg,PPG,John Doe,1016,122,292582.33,0.34,99477.99,440,,,,,
4530,29-04-23,Europe,Switzerland,Eindhoven,TTD,Jane Smith,1009,212,60715.11394,0.37,23691.24,65,,,,,
4531,23-03-22,Europe,Netherlands,Zurich,PPG,Carlos Lopez,1015,389,120002.45,0.26,31200.64,82,,,,,
4532,14-04-22,Europe,Italy,Uppsala,BPD,Aki Tanaka,1009,286,78929.06,0.23,18153.68,480,,,,,
4533,29-11-22,Europe,Netherlands,Innsbruck,BPD,John Doe,1050,113,73631.03,0.15,11044.65,816,,,,,
4534,21-11-22,Europe,Netherlands,Barcelona,BPD,Carlos Lopez,1022,372,202307.43,0.33,66761.45,485,,,,,
4535,24-03-22,Europe,Spain,Manchester,TTD,Aki Tanaka,1052,360,130199.52,0.17,22133.92,7,,,,,
4536,08-06-23,Europe,UK,Turin,LSG,John Doe,1015,165,74618.34653,0.33,21530.38,796,,,,,
4537,08-10-22,Europe,UK,Vienna,PPG,Aki Tanaka,1027,371,380323.5,0.42,159735.87,573,,,,,
4538,13-02-23,Europe,Netherlands,Rome,LSG,Jane Smith,1001,11,360614.5776,0.44,153554.25,427,,,,,
4539,27-02-23,Europe,Netherlands,Lyon,LSG,Aki Tanaka,1040,7,196406.8062,0.16,30411.82,310,,,,,
4540,05-02-22,Europe,Italy,Zurich,LSG,John Doe,1007,190,298535.71,0.29,86575.36,511,,,,,
4541,24-02-22,Europe,France,Brussels,PPG,Aki Tanaka,1010,113,407229.314,0.4,156790.11,430,,,,,
4542,13-01-23,Europe,Germany,Eindhoven,TTD,Jane Smith,1040,3,121112.8705,0.2,25086.91,345,,,,,
4543,28-12-22,Europe,Germany,Antwerp,BPD,Jane Smith,1024,101,134220.28,0.32,42950.49,497,,,,,
4544,05-12-22,Europe,Switzerland,Brussels,TTD,Jane Smith,1035,25,141875.32,0.41,58168.88,233,,,,,
4545,24-04-23,Europe,Spain,Amsterdam,BPD,Jane Smith,1039,165,445686.6542,0.2,94004.57,239,,,,,
4546,20-12-22,Europe,UK,Bruges,BPD,Carlos Lopez,1026,212,53542.63,0.4,21417.05,19,,,,,
4547,24-05-22,Europe,Switzerland,Berlin,BPD,Jane Smith,1009,347,528453.61,0.49,258942.27,67,,,,,
4548,26-02-22,Europe,Austria,Lyon,BPD,Carlos Lopez,1050,427,272970.4529,0.23,60431.46,908,,,,,
4549,16-02-23,Europe,Sweden,Vienna,TTD,Aki Tanaka,1035,172,456869.6229,0.27,119377.35,193,,,,,
4550,02-10-22,Europe,Spain,Madrid,BPD,Carlos Lopez,1036,136,215852.9813,0.15,31165.13,206,,,,,
4551,12-10-22,Europe,Sweden,Lund,BPD,John Doe,1006,340,26155.44,0.28,7323.52,366,,,,,
4552,19-04-22,Europe,Italy,Vienna,TTD,Jane Smith,1041,112,196742.04,0.32,62957.45,998,,,,,
4553,17-10-22,Europe,Netherlands,Lausanne,LSG,John Doe,1009,469,28054.4,0.25,7013.6,962,,,,,
4554,04-04-23,Europe,France,Rotterdam,BPD,Aki Tanaka,1057,101,91252.98033,0.39,37531.94,472,,,,,
4555,31-07-22,Europe,Netherlands,Salzburg,PPG,Carlos Lopez,1022,355,153832.95,0.19,29228.26,490,,,,,
4556,19-11-22,Europe,Netherlands,Hamburg,LSG,John Doe,1047,73,113987.81,0.38,43315.37,847,,,,,
4557,15-05-22,Europe,Italy,Salzburg,TTD,Jane Smith,1022,113,182712.1,0.44,80393.32,601,,,,,
4558,05-10-22,Europe,Austria,Edinburgh,LSG,Jane Smith,1010,128,8785.1,0.31,2723.38,940,,,,,
4559,21-06-23,Europe,Belgium,Salzburg,PPG,John Doe,1008,471,91956.77,0.23,21150.06,755,,,,,
4560,25-09-22,Europe,UK,Linz,BPD,Aki Tanaka,1053,287,59598.14,0.46,27415.14,546,,,,,
4561,03-10-22,Europe,UK,Munich,LSG,Carlos Lopez,1033,428,209306.54,0.37,77443.42,719,,,,,
4562,19-04-23,Europe,Germany,Naples,TTD,Aki Tanaka,1033,60,74283.74509,0.31,24285.38,820,,,,,
4563,22-06-23,Europe,Spain,Utrecht,TTD,Carlos Lopez,1026,376,57585.08,0.39,22458.18,247,,,,,
4564,22-07-22,Europe,Germany,Eindhoven,PPG,John Doe,1058,222,86344.04,0.42,36264.5,845,,,,,
4565,05-08-22,Europe,Austria,Bern,BPD,John Doe,1025,281,505212.82,0.32,161668.1,665,,,,,
4566,13-10-22,Europe,Germany,Malmo,TTD,John Doe,1031,478,41126.11,0.49,20151.79,308,,,,,
4567,07-09-22,Europe,Sweden,Zurich,TTD,John Doe,1053,133,271331.12,0.25,67832.78,194,,,,,
4568,30-05-22,Europe,UK,Bruges,BPD,Jane Smith,1018,410,96488.97,0.27,26052.02,630,,,,,
4569,18-11-22,Europe,Switzerland,Berlin,TTD,Aki Tanaka,1058,252,480960.79,0.27,129859.41,546,,,,,
4570,30-01-23,Europe,Spain,Milan,TTD,Jane Smith,1032,389,233841.5926,0.24,58124.58,993,,,,,
4571,10-10-22,Europe,Belgium,Seville,TTD,Carlos Lopez,1014,465,96086.83,0.46,44199.94,675,,,,,
4572,31-01-23,Europe,Austria,Eindhoven,BPD,Aki Tanaka,1046,270,36105.26612,0.29,10844.15,435,,,,,
4573,03-06-23,Europe,Spain,Antwerp,LSG,Aki Tanaka,1009,318,131624.96,0.18,23692.49,440,,,,,
4574,20-09-22,Europe,France,Paris,TTD,Jane Smith,1037,344,109454.72,0.36,39403.7,588,,,,,
4575,04-11-22,Europe,Italy,Bilbao,TTD,Aki Tanaka,1007,470,11620.52,0.33,3834.77,161,,,,,
4576,27-01-22,Europe,Belgium,Naples,LSG,John Doe,1051,321,112738.1156,0.42,44504.91,35,,,,,
4577,25-03-23,Europe,Italy,Rome,TTD,Carlos Lopez,1014,360,575969.03,0.46,264945.75,844,,,,,
4578,27-05-22,Europe,Germany,Ghent,LSG,Jane Smith,1019,192,26215.43,0.43,11272.63,332,,,,,
4579,09-09-22,Europe,Belgium,Naples,BPD,John Doe,1054,221,114678.2,0.16,18348.51,556,,,,,
4580,20-09-22,Europe,France,Lausanne,BPD,Jane Smith,1017,245,48910.48,0.45,22009.72,322,,,,,
4581,28-02-22,Europe,France,Malmo,TTD,Carlos Lopez,1045,79,51202.43566,0.38,18728.11,756,,,,,
4582,03-06-23,Europe,Switzerland,Uppsala,TTD,John Doe,1022,287,127876.03,0.42,53707.93,742,,,,,
4583,08-11-22,Europe,Italy,Brussels,PPG,Jane Smith,1053,101,387135.28,0.19,73555.7,821,,,,,
4584,24-02-23,Europe,Italy,Nice,BPD,Jane Smith,1034,246,78487.78832,0.35,26584.96,541,,,,,
4585,26-02-22,Europe,Italy,Vienna,TTD,John Doe,1008,229,609435.7725,0.39,228776.91,86,,,,,
4586,27-09-22,Europe,Netherlands,Munich,BPD,John Doe,1040,111,235473.07,0.45,105962.88,184,,,,,
4587,08-08-22,Europe,Spain,Eindhoven,PPG,Jane Smith,1041,361,31132.29,0.28,8717.04,189,,,,,
4588,13-05-22,Europe,France,Bordeaux,BPD,Aki Tanaka,1048,151,42519.49,0.47,19984.16,784,,,,,
4589,22-08-22,Europe,Spain,Manchester,TTD,Aki Tanaka,1035,158,287674.26,0.44,126576.67,429,,,,,
4590,22-11-22,Europe,Italy,Salzburg,BPD,John Doe,1010,25,278811.35,0.18,50186.04,586,,,,,
4591,21-05-23,Europe,Sweden,Stockholm,BPD,John Doe,1057,108,188250.1178,0.37,74623.53,293,,,,,
4592,29-04-23,Europe,Austria,Eindhoven,TTD,John Doe,1010,259,129385.6325,0.44,60038.26,209,,,,,
4593,27-08-22,Europe,Spain,Vienna,PPG,John Doe,1041,90,180787.23,0.21,37965.32,228,,,,,
4594,04-08-22,Europe,Germany,Leipzig,TTD,Aki Tanaka,1050,142,9316.04,0.35,3260.61,719,,,,,
4595,08-06-23,Europe,Sweden,Berlin,BPD,Aki Tanaka,1002,25,135703.4494,0.31,36782.8,44,,,,,
4596,01-07-22,Europe,Spain,Rotterdam,LSG,Jane Smith,1053,298,309196.8343,0.49,142402.95,564,,,,,
4597,17-04-22,Europe,Belgium,Malmo,PPG,Jane Smith,1006,167,26357.16,0.16,4217.15,1000,,,,,
4598,08-05-22,Europe,Spain,Brussels,TTD,Carlos Lopez,1028,81,181101.69,0.39,70629.66,249,,,,,
4599,15-02-22,Europe,Sweden,Gothenburg,TTD,Carlos Lopez,1017,441,114006.974,0.27,29628.85,287,,,,,
4600,14-03-23,Europe,Netherlands,Madrid,LSG,Aki Tanaka,1033,24,431627.28,0.16,69060.36,599,,,,,
4601,24-10-22,Europe,Netherlands,Madrid,BPD,John Doe,1013,462,178473.43,0.4,71389.37,159,,,,,
4602,13-06-22,Europe,France,Seville,PPG,John Doe,1059,181,101928.33,0.17,17327.82,557,,,,,
4603,18-01-22,Europe,UK,Glasgow,LSG,Carlos Lopez,1029,379,12170.62074,0.32,3660.59,485,,,,,
4604,12-04-23,Europe,Spain,Paris,TTD,Jane Smith,1059,91,297152.74,0.21,62402.08,150,,,,,
4605,21-12-22,Europe,Germany,Stockholm,PPG,Jane Smith,1038,273,479949.71,0.36,172781.9,504,,,,,
4606,19-02-22,Europe,Belgium,Barcelona,TTD,Aki Tanaka,1054,429,120628.4311,0.32,37155.17,946,,,,,
4607,04-11-22,Europe,Italy,Lund,PPG,John Doe,1006,190,23718.77,0.46,10910.63,327,,,,,
4608,04-06-22,Europe,Belgium,Rome,LSG,Jane Smith,1056,364,152440.87,0.21,32012.58,458,,,,,
4609,15-04-23,Europe,Germany,Nice,BPD,Aki Tanaka,1019,267,54540.34955,0.32,18405.91,552,,,,,
4610,16-02-23,Europe,Sweden,Marseille,TTD,Jane Smith,1050,270,67983.01259,0.26,17105.65,578,,,,,
4611,23-10-22,Europe,Belgium,Barcelona,PPG,John Doe,1020,396,94620.24,0.46,43525.31,606,,,,,
4612,26-05-22,Europe,France,Brussels,PPG,Carlos Lopez,1041,391,106714.21,0.44,46954.25,27,,,,,
4613,07-06-22,Europe,Italy,Lyon,BPD,Aki Tanaka,1059,243,201824.84,0.25,50456.21,802,,,,,
4614,01-02-22,Europe,Austria,Barcelona,PPG,Jane Smith,1033,108,181875.3864,0.49,83764.09,268,,,,,
4615,25-09-22,Europe,France,Innsbruck,PPG,Aki Tanaka,1022,101,59802.09,0.43,25714.9,573,,,,,
4616,11-08-22,Europe,Sweden,Liege,LSG,Carlos Lopez,1008,289,33078.71,0.44,14554.63,995,,,,,
4617,11-01-22,Europe,Switzerland,Lund,PPG,John Doe,1002,173,27249.03,0.26,7084.75,104,,,,,
4618,10-08-22,Europe,Netherlands,London,LSG,Jane Smith,1020,304,541900.95,0.46,249274.44,235,,,,,
4619,26-06-22,Europe,Germany,Berlin,TTD,Jane Smith,1010,437,375098.69,0.31,116280.59,843,,,,,
4620,05-06-22,Europe,UK,Stockholm,PPG,Aki Tanaka,1030,305,500419.38,0.28,140117.43,970,,,,,
4621,02-10-22,Europe,Germany,Vienna,LSG,Carlos Lopez,1032,209,556610.3842,0.22,117867.38,505,,,,,
4622,27-07-22,Europe,Italy,Rotterdam,BPD,Aki Tanaka,1004,402,179918.97,0.49,88160.3,115,,,,,
4623,26-03-23,Europe,Germany,Zurich,BPD,Carlos Lopez,1031,37,133245.6,0.49,65290.34,147,,,,,
4624,20-05-22,Europe,France,Lyon,BPD,John Doe,1011,260,90080.1,0.32,28825.63,280,,,,,
4625,23-06-23,Europe,Austria,Valencia,LSG,Carlos Lopez,1013,163,18663.71,0.49,9145.22,818,,,,,
4626,07-05-22,Europe,Germany,Bruges,BPD,John Doe,1004,57,35556.46,0.45,16000.41,445,,,,,
4627,29-08-22,Europe,Sweden,Uppsala,PPG,Jane Smith,1034,81,118123.82,0.19,22443.53,844,,,,,
4628,14-08-22,Europe,Sweden,Salzburg,LSG,John Doe,1055,309,128994.57,0.41,52887.77,423,,,,,
4629,05-01-23,Europe,Spain,Antwerp,TTD,Jane Smith,1022,369,252301.2378,0.47,127044.55,871,,,,,
4630,07-06-23,Europe,France,Barcelona,TTD,Aki Tanaka,1040,120,252768.8608,0.32,72863.69,21,,,,,
4631,10-04-23,Europe,Spain,Manchester,TTD,Carlos Lopez,1009,16,204476.2856,0.43,93020.67,150,,,,,
4632,08-07-22,Europe,Spain,Edinburgh,LSG,Aki Tanaka,1047,451,19341.47,0.21,4061.71,557,,,,,
4633,18-01-23,Europe,Belgium,Hamburg,LSG,Jane Smith,1019,83,24671.4296,0.48,12264.85,374,,,,,
4634,28-07-22,Europe,Belgium,Barcelona,PPG,John Doe,1030,19,208854.57,0.45,93984.56,848,,,,,
4635,22-04-23,Europe,UK,Gothenburg,TTD,Carlos Lopez,1004,390,50802.85118,0.23,12322.68,111,,,,,
4636,03-01-22,Europe,Sweden,Valencia,TTD,Aki Tanaka,1022,467,23222.01,0.18,4179.96,787,,,,,
4637,03-03-23,Europe,Sweden,Munich,BPD,John Doe,1035,142,290843.12,0.3,87252.94,479,,,,,
4638,05-09-22,Europe,Italy,Linz,PPG,John Doe,1051,172,34917.31,0.35,12221.06,811,,,,,
4639,10-01-23,Europe,Belgium,Milan,PPG,John Doe,1025,443,195274.5047,0.27,55779.86,845,,,,,
4640,05-06-23,Europe,Italy,Bilbao,LSG,John Doe,1019,471,18432.40076,0.25,4936.97,163,,,,,
4641,28-11-22,Europe,Sweden,Rome,LSG,Jane Smith,1040,269,125949.42,0.15,18892.41,443,,,,,
4642,03-05-23,Europe,Sweden,Barcelona,BPD,Aki Tanaka,1035,233,168650.9,0.15,25297.64,180,,,,,
4643,23-05-23,Europe,Belgium,London,TTD,John Doe,1002,221,420352.5221,0.2,90070.47,972,,,,,
4644,25-12-22,Europe,Sweden,Brussels,BPD,Aki Tanaka,1019,56,449804.52,0.41,184419.85,358,,,,,
4645,09-09-22,Europe,UK,Milan,LSG,John Doe,1038,63,266224.48,0.47,125125.51,323,,,,,
4646,24-03-22,Europe,Austria,Salzburg,TTD,Jane Smith,1035,191,217416.55,0.2,43483.31,518,,,,,
4647,08-02-22,Europe,France,London,TTD,Aki Tanaka,1019,11,101389.71,0.4,40555.88,983,,,,,
4648,27-10-22,Europe,Austria,Manchester,TTD,John Doe,1003,445,235165.05,0.24,56439.61,411,,,,,
4649,16-06-22,Europe,Germany,Edinburgh,BPD,Aki Tanaka,1024,114,58502.47,0.2,11700.49,214,,,,,
4650,20-07-22,Europe,Netherlands,Gothenburg,BPD,Carlos Lopez,1025,73,58114.96,0.29,16853.34,687,,,,,
4651,04-11-22,Europe,Belgium,Rome,LSG,Carlos Lopez,1013,67,164590.93,0.41,67482.28,321,,,,,
4652,22-08-22,Europe,Italy,Amsterdam,BPD,John Doe,1053,220,252062.62,0.34,85701.29,716,,,,,
4653,17-02-22,Europe,Germany,Bilbao,LSG,Jane Smith,1003,74,66914.63469,0.2,12881.63,702,,,,,
4654,03-09-22,Europe,Germany,Vienna,LSG,Jane Smith,1006,29,356239.43,0.2,71247.89,161,,,,,
4655,27-05-23,Europe,Belgium,Lausanne,PPG,Aki Tanaka,1033,211,55799.4012,0.25,14945.43,709,,,,,
4656,03-02-23,Europe,Belgium,Vienna,PPG,John Doe,1047,260,122316.5,0.38,46480.27,653,,,,,
4657,08-04-22,Europe,Netherlands,Salzburg,TTD,Aki Tanaka,1042,123,133628.04,0.25,33407.01,198,,,,,
4658,10-12-22,Europe,Italy,Hamburg,TTD,Aki Tanaka,1004,40,46323.58,0.19,8801.48,664,,,,,
4659,28-03-22,Europe,Belgium,Birmingham,TTD,Jane Smith,1027,383,125699.01,0.36,45251.64,301,,,,,
4660,13-04-22,Europe,UK,Graz,PPG,Carlos Lopez,1031,144,40014.52,0.5,20007.26,118,,,,,
4661,15-09-22,Europe,Switzerland,Linz,BPD,John Doe,1011,63,29165.47,0.41,11957.84,502,,,,,
4662,19-09-22,Europe,Spain,Berlin,LSG,Jane Smith,1031,281,111259.96,0.33,36715.79,223,,,,,
4663,15-09-22,Europe,Germany,Nice,TTD,Carlos Lopez,1047,291,50515.42,0.2,10103.08,138,,,,,
4664,11-05-23,Europe,France,Bilbao,TTD,John Doe,1032,486,10984.15843,0.47,5612.64,753,,,,,
4665,05-06-22,Europe,Switzerland,Stockholm,TTD,Carlos Lopez,1027,334,545420.9,0.36,196351.52,674,,,,,
4666,23-01-23,Europe,Spain,Brussels,LSG,John Doe,1010,436,163240.3173,0.15,25359.78,763,,,,,
4667,26-01-22,Europe,Germany,Hamburg,LSG,Aki Tanaka,1002,118,38279.42924,0.22,7915.46,945,,,,,
4668,27-02-23,Europe,UK,Stockholm,BPD,John Doe,1039,262,104915.5339,0.22,22337.18,620,,,,,
4669,27-08-22,Europe,Spain,Marseille,BPD,John Doe,1053,269,22912.69,0.33,7561.19,615,,,,,
4670,18-04-22,Europe,Austria,Amsterdam,TTD,Jane Smith,1046,213,171123.19,0.15,25668.48,42,,,,,
4671,08-09-22,Europe,UK,Antwerp,LSG,Jane Smith,1044,457,116200.63,0.24,27888.15,25,,,,,
4672,04-05-22,Europe,Italy,Turin,TTD,Carlos Lopez,1049,189,53965.95,0.26,14031.15,249,,,,,
4673,17-02-22,Europe,Spain,Basel,TTD,John Doe,1028,3,59853.61224,0.18,10370.09,877,,,,,
4674,28-03-22,Europe,Switzerland,Manchester,LSG,John Doe,1049,405,232908.46,0.49,114125.15,46,,,,,
4675,10-01-22,Europe,Netherlands,Lyon,PPG,Carlos Lopez,1007,325,223456.42,0.41,91617.13,486,,,,,
4676,18-02-23,Europe,UK,Bilbao,PPG,Jane Smith,1015,196,44564.50687,0.39,16819.75,354,,,,,
4677,24-07-22,Europe,Austria,Bern,BPD,John Doe,1038,5,517763.03,0.38,196749.95,519,,,,,
4678,06-01-23,Europe,Spain,Manchester,TTD,Aki Tanaka,1004,131,53907.42,0.47,25336.49,147,,,,,
4679,09-12-22,Europe,Austria,Amsterdam,LSG,John Doe,1022,47,254746.08,0.39,99350.97,155,,,,,
4680,27-01-22,Europe,France,Turin,BPD,Carlos Lopez,1012,176,65758.11921,0.39,24104.71,44,,,,,
4681,02-03-22,Europe,Germany,Barcelona,TTD,Carlos Lopez,1010,212,238875.6672,0.22,50584.12,583,,,,,
4682,30-12-22,Europe,Spain,Marseille,LSG,John Doe,1018,330,119341.64,0.37,44156.41,691,,,,,
4683,30-07-22,Europe,France,London,TTD,John Doe,1012,301,461679.71,0.27,124653.52,43,,,,,
4684,19-04-22,Europe,Belgium,Edinburgh,TTD,Jane Smith,1035,165,22004.76,0.49,10782.33,709,,,,,
4685,26-02-23,Europe,France,Linz,BPD,Carlos Lopez,1031,132,56638.11809,0.4,21924.75,957,,,,,
4686,11-01-23,Europe,France,Milan,TTD,Jane Smith,1028,35,238762.5054,0.19,49319.92,571,,,,,
4687,07-02-23,Europe,Netherlands,Malmo,TTD,Jane Smith,1053,338,32922.60167,0.21,6228.04,793,,,,,
4688,07-02-22,Europe,Netherlands,London,PPG,Carlos Lopez,1037,79,551652.09,0.3,165495.63,693,,,,,
4689,14-03-22,Europe,Spain,Dortmund,PPG,Jane Smith,1016,258,20325.07,0.15,3048.76,500,,,,,
4690,22-04-23,Europe,Italy,The Hague,PPG,Jane Smith,1003,47,37190.26039,0.35,13727.35,48,,,,,
4691,20-07-22,Europe,Spain,Antwerp,TTD,John Doe,1036,317,253548.73,0.32,81135.59,329,,,,,
4692,05-08-22,Europe,UK,Salzburg,LSG,Carlos Lopez,1006,228,233059.33,0.18,41950.68,967,,,,,
4693,15-12-22,Europe,Switzerland,Turin,LSG,Aki Tanaka,1043,254,33336.17,0.35,11667.66,505,,,,,
4694,23-08-22,Europe,France,Bern,PPG,Aki Tanaka,1055,343,516212.84,0.39,201323.01,342,,,,,
4695,12-01-22,Europe,Austria,Amsterdam,BPD,Aki Tanaka,1024,134,146235.03,0.42,61418.71,690,,,,,
4696,13-04-22,Europe,Netherlands,Graz,TTD,John Doe,1034,201,122523.78,0.44,53910.46,8,,,,,
4697,02-06-22,Europe,Sweden,Gothenburg,TTD,Aki Tanaka,1059,365,231680.0117,0.37,82510.64,312,,,,,
4698,22-05-22,Europe,Italy,Leipzig,BPD,John Doe,1011,473,19111.97,0.28,5351.35,336,,,,,
4699,29-11-22,Europe,UK,Linz,LSG,Aki Tanaka,1013,41,59757.35,0.18,10756.32,645,,,,,
4700,07-06-22,Europe,France,Lausanne,PPG,Aki Tanaka,1013,356,60761.29,0.41,24912.13,646,,,,,
4701,02-05-22,Europe,Italy,Amsterdam,LSG,Aki Tanaka,1057,118,554873.2027,0.24,128181.29,542,,,,,
4702,03-05-23,Europe,France,Manchester,PPG,John Doe,1025,273,115297.16,0.32,36895.09,776,,,,,
4703,18-06-22,Europe,Austria,Birmingham,BPD,Jane Smith,1034,218,117384.16,0.42,49301.35,878,,,,,
4704,17-03-23,Europe,Germany,Brussels,LSG,Carlos Lopez,1007,138,124290.86,0.34,42258.89,512,,,,,
4705,13-09-22,Europe,Switzerland,Malmo,TTD,Carlos Lopez,1027,454,79764.21,0.47,37489.18,219,,,,,
4706,15-05-23,Europe,Italy,Manchester,BPD,Carlos Lopez,1013,472,51685.94183,0.5,27687.34,617,,,,,
4707,12-03-22,Europe,Sweden,Madrid,PPG,John Doe,1027,107,214060.22,0.19,40671.44,195,,,,,
4708,20-01-22,Europe,Italy,Bern,TTD,Jane Smith,1033,127,377804.95,0.38,134939.5,485,,,,,
4709,26-03-23,Europe,Sweden,Hamburg,PPG,Carlos Lopez,1022,240,59808.55,0.17,10167.45,503,,,,,
4710,05-09-22,Europe,Switzerland,Uppsala,PPG,John Doe,1035,484,142508.13,0.18,25651.46,914,,,,,
